"Plot Title: CT_343_test"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739343, SEN S/N: 20739343)","Temp, °F (LGR S/N: 20739343, SEN S/N: 20739343)","Stopped (LGR S/N: 20739343)"
125,01/07/24 08:04:00 AM,0.0,80.47,
126,01/07/24 08:05:00 AM,0.0,80.53,
127,01/07/24 08:06:00 AM,0.0,80.62,
128,01/07/24 08:07:00 AM,0.0,80.67,
129,01/07/24 08:08:00 AM,0.0,80.69,
130,01/07/24 08:09:00 AM,0.0,80.76,
131,01/07/24 08:10:00 AM,0.0,80.83,
132,01/07/24 08:11:00 AM,0.0,80.89,
133,01/07/24 08:12:00 AM,0.0,81.05,
134,01/07/24 08:13:00 AM,0.0,82.71,
135,01/07/24 08:14:00 AM,0.0,81.81,
136,01/07/24 08:15:00 AM,0.0,81.79,
137,01/07/24 08:16:00 AM,0.0,84.13,
138,01/07/24 08:17:00 AM,0.0,88.27,
139,01/07/24 08:18:00 AM,0.0,90.52,
140,01/07/24 08:19:00 AM,0.0,87.87,
141,01/07/24 08:20:00 AM,0.0,87.67,
142,01/07/24 08:21:00 AM,0.0,86.65,
143,01/07/24 08:22:00 AM,0.0,86.16,
144,01/07/24 08:23:00 AM,0.0,85.64,
145,01/07/24 08:24:00 AM,0.0,85.12,
146,01/07/24 08:25:00 AM,0.0,84.61,
147,01/07/24 08:26:00 AM,0.0,84.07,
148,01/07/24 08:27:00 AM,0.0,83.53,
149,01/07/24 08:28:00 AM,0.0,83.08,
150,01/07/24 08:29:00 AM,0.0,82.67,
151,01/07/24 08:30:00 AM,0.0,82.22,
152,01/07/24 08:31:00 AM,0.0,81.79,
153,01/07/24 08:32:00 AM,0.0,81.50,
154,01/07/24 08:33:00 AM,0.0,81.14,
155,01/07/24 08:34:00 AM,0.0,80.78,
156,01/07/24 08:35:00 AM,0.0,80.42,
157,01/07/24 08:36:00 AM,0.0,80.11,
158,01/07/24 08:37:00 AM,0.0,79.86,
159,01/07/24 08:38:00 AM,0.0,79.59,
160,01/07/24 08:39:00 AM,0.0,79.38,
161,01/07/24 08:40:00 AM,0.0,79.14,
162,01/07/24 08:41:00 AM,0.0,78.94,
163,01/07/24 08:42:00 AM,0.0,78.71,
164,01/07/24 08:43:00 AM,0.0,78.51,
165,01/07/24 08:44:00 AM,0.0,78.31,
166,01/07/24 08:45:00 AM,0.0,78.12,
167,01/07/24 08:46:00 AM,0.0,77.95,
168,01/07/24 08:47:00 AM,0.0,77.77,
169,01/07/24 08:48:00 AM,0.0,77.65,
170,01/07/24 08:49:00 AM,0.0,77.49,
171,01/07/24 08:50:00 AM,0.0,77.38,
172,01/07/24 08:51:00 AM,0.0,77.22,
173,01/07/24 08:52:00 AM,0.0,77.11,
174,01/07/24 08:53:00 AM,0.0,76.95,
175,01/07/24 08:54:00 AM,0.0,76.86,
176,01/07/24 08:55:00 AM,0.0,76.73,
177,01/07/24 08:56:00 AM,0.0,76.60,
178,01/07/24 08:57:00 AM,0.0,76.50,
179,01/07/24 08:58:00 AM,0.0,76.41,
180,01/07/24 08:59:00 AM,0.0,76.30,
181,01/07/24 09:00:00 AM,0.0,76.21,
182,01/07/24 09:01:00 AM,0.0,76.12,
183,01/07/24 09:02:00 AM,0.0,76.03,
184,01/07/24 09:03:00 AM,0.0,75.94,
185,01/07/24 09:04:00 AM,0.0,75.87,
186,01/07/24 09:05:00 AM,0.0,75.81,
187,01/07/24 09:06:00 AM,0.0,75.72,
188,01/07/24 09:07:00 AM,0.0,75.65,
189,01/07/24 09:08:00 AM,0.0,75.58,
190,01/07/24 09:09:00 AM,0.0,75.51,
191,01/07/24 09:10:00 AM,0.0,75.47,
192,01/07/24 09:11:00 AM,0.0,75.40,
193,01/07/24 09:12:00 AM,0.0,75.36,
194,01/07/24 09:13:00 AM,0.0,75.33,
195,01/07/24 09:14:00 AM,0.0,75.29,
196,01/07/24 09:15:00 AM,0.0,75.24,
197,01/07/24 09:16:00 AM,0.0,75.20,
198,01/07/24 09:17:00 AM,0.0,75.15,
199,01/07/24 09:18:00 AM,0.0,75.11,
200,01/07/24 09:19:00 AM,0.0,75.11,
201,01/07/24 09:20:00 AM,0.0,75.06,
202,01/07/24 09:21:00 AM,0.0,75.02,
203,01/07/24 09:22:00 AM,0.0,74.97,
204,01/07/24 09:23:00 AM,0.0,74.93,
205,01/07/24 09:24:00 AM,0.0,74.86,
206,01/07/24 09:25:00 AM,0.0,74.79,
207,01/07/24 09:26:00 AM,0.0,74.77,
208,01/07/24 09:27:00 AM,0.0,74.75,
209,01/07/24 09:28:00 AM,0.0,74.73,
210,01/07/24 09:29:00 AM,0.0,74.70,
211,01/07/24 09:30:00 AM,0.0,74.68,
212,01/07/24 09:31:00 AM,0.0,74.66,
213,01/07/24 09:32:00 AM,0.0,74.64,
214,01/07/24 09:33:00 AM,0.0,74.64,
215,01/07/24 09:34:00 AM,0.0,74.61,
216,01/07/24 09:35:00 AM,0.0,74.59,
217,01/07/24 09:36:00 AM,0.0,74.57,
218,01/07/24 09:37:00 AM,0.0,74.57,
219,01/07/24 09:38:00 AM,0.0,74.53,
220,01/07/24 09:39:00 AM,0.0,74.53,
221,01/07/24 09:40:00 AM,0.0,74.50,
222,01/07/24 09:41:00 AM,0.0,74.50,
223,01/07/24 09:42:00 AM,0.0,74.46,
224,01/07/24 09:43:00 AM,0.0,74.44,
225,01/07/24 09:44:00 AM,0.0,74.41,
226,01/07/24 09:45:00 AM,0.0,74.39,
227,01/07/24 09:46:00 AM,0.0,74.37,
228,01/07/24 09:47:00 AM,0.0,74.37,
229,01/07/24 09:48:00 AM,0.0,74.35,
230,01/07/24 09:49:00 AM,0.0,74.32,
231,01/07/24 09:50:00 AM,0.0,74.30,
232,01/07/24 09:51:00 AM,0.0,74.28,
233,01/07/24 09:52:00 AM,0.0,74.26,
234,01/07/24 09:53:00 AM,0.0,74.23,
235,01/07/24 09:54:00 AM,0.0,74.23,
236,01/07/24 09:55:00 AM,0.0,74.21,
237,01/07/24 09:56:00 AM,0.0,74.21,
238,01/07/24 09:57:00 AM,0.0,74.21,
239,01/07/24 09:58:00 AM,0.0,74.21,
240,01/07/24 09:59:00 AM,0.0,74.21,
241,01/07/24 10:00:00 AM,0.0,74.19,
242,01/07/24 10:01:00 AM,0.0,74.17,
243,01/07/24 10:02:00 AM,0.0,74.17,
244,01/07/24 10:03:00 AM,0.0,74.14,
245,01/07/24 10:04:00 AM,0.0,74.12,
246,01/07/24 10:05:00 AM,0.0,74.12,
247,01/07/24 10:06:00 AM,0.0,74.10,
248,01/07/24 10:07:00 AM,0.0,74.10,
249,01/07/24 10:08:00 AM,0.0,74.10,
250,01/07/24 10:09:00 AM,0.0,74.10,
251,01/07/24 10:10:00 AM,0.0,74.08,
252,01/07/24 10:11:00 AM,0.0,74.05,
253,01/07/24 10:12:00 AM,0.0,74.05,
254,01/07/24 10:13:00 AM,0.0,74.03,
255,01/07/24 10:14:00 AM,0.0,74.01,
256,01/07/24 10:15:00 AM,0.0,73.99,
257,01/07/24 10:16:00 AM,0.0,73.96,
258,01/07/24 10:17:00 AM,0.0,73.96,
259,01/07/24 10:18:00 AM,0.0,73.96,
260,01/07/24 10:19:00 AM,0.0,73.96,
261,01/07/24 10:20:00 AM,0.0,73.96,
262,01/07/24 10:21:00 AM,0.0,73.96,
263,01/07/24 10:22:00 AM,0.0,73.99,
264,01/07/24 10:23:00 AM,0.0,73.99,
265,01/07/24 10:24:00 AM,0.0,73.99,
266,01/07/24 10:25:00 AM,0.0,73.96,
267,01/07/24 10:26:00 AM,0.0,73.96,
268,01/07/24 10:27:00 AM,0.0,73.96,
269,01/07/24 10:28:00 AM,0.0,73.96,
270,01/07/24 10:29:00 AM,0.0,73.94,
271,01/07/24 10:30:00 AM,0.0,73.92,
272,01/07/24 10:31:00 AM,0.0,73.90,
273,01/07/24 10:32:00 AM,0.0,73.90,
274,01/07/24 10:33:00 AM,0.0,73.92,
275,01/07/24 10:34:00 AM,0.0,73.90,
276,01/07/24 10:35:00 AM,0.0,73.87,
277,01/07/24 10:36:00 AM,0.0,73.85,
278,01/07/24 10:37:00 AM,0.0,73.85,
279,01/07/24 10:38:00 AM,0.0,73.83,
280,01/07/24 10:39:00 AM,0.0,73.83,
281,01/07/24 10:40:00 AM,0.0,73.81,
282,01/07/24 10:41:00 AM,0.0,73.83,
283,01/07/24 10:42:00 AM,0.0,73.83,
284,01/07/24 10:43:00 AM,0.0,73.83,
285,01/07/24 10:44:00 AM,0.0,73.85,
286,01/07/24 10:45:00 AM,0.0,73.85,
287,01/07/24 10:46:00 AM,0.0,73.85,
288,01/07/24 10:47:00 AM,0.0,73.85,
289,01/07/24 10:48:00 AM,0.0,73.85,
290,01/07/24 10:49:00 AM,0.0,73.85,
291,01/07/24 10:50:00 AM,0.0,73.83,
292,01/07/24 10:51:00 AM,0.0,73.81,
293,01/07/24 10:52:00 AM,0.0,73.81,
294,01/07/24 10:53:00 AM,0.0,73.78,
295,01/07/24 10:54:00 AM,0.0,73.78,
296,01/07/24 10:55:00 AM,0.0,73.78,
297,01/07/24 10:56:00 AM,0.0,73.78,
298,01/07/24 10:57:00 AM,0.0,73.81,
299,01/07/24 10:58:00 AM,0.0,73.81,
300,01/07/24 10:59:00 AM,0.0,73.81,
301,01/07/24 11:00:00 AM,0.0,73.83,
302,01/07/24 11:01:00 AM,0.0,73.83,
303,01/07/24 11:02:00 AM,0.0,73.83,
304,01/07/24 11:03:00 AM,0.0,73.83,
305,01/07/24 11:04:00 AM,0.0,73.83,
306,01/07/24 11:05:00 AM,0.0,73.83,
307,01/07/24 11:06:00 AM,0.0,73.83,
308,01/07/24 11:07:00 AM,0.0,73.83,
309,01/07/24 11:08:00 AM,0.0,73.83,
310,01/07/24 11:09:00 AM,0.0,73.83,
311,01/07/24 11:10:00 AM,0.0,73.83,
312,01/07/24 11:11:00 AM,0.0,73.83,
313,01/07/24 11:12:00 AM,0.0,73.83,
314,01/07/24 11:13:00 AM,0.0,73.83,
315,01/07/24 11:14:00 AM,0.0,73.81,
316,01/07/24 11:15:00 AM,0.0,73.81,
317,01/07/24 11:16:00 AM,0.0,73.81,
318,01/07/24 11:17:00 AM,0.0,73.78,
319,01/07/24 11:18:00 AM,0.0,73.78,
320,01/07/24 11:19:00 AM,0.0,73.78,
321,01/07/24 11:20:00 AM,0.0,73.78,
322,01/07/24 11:21:00 AM,0.0,73.78,
323,01/07/24 11:22:00 AM,0.0,73.76,
324,01/07/24 11:23:00 AM,0.0,73.76,
325,01/07/24 11:24:00 AM,0.0,73.74,
326,01/07/24 11:25:00 AM,0.0,73.74,
327,01/07/24 11:26:00 AM,0.0,73.74,
328,01/07/24 11:27:00 AM,0.0,73.72,
329,01/07/24 11:28:00 AM,0.0,73.72,
330,01/07/24 11:29:00 AM,0.0,73.69,
331,01/07/24 11:30:00 AM,0.0,73.69,
332,01/07/24 11:31:00 AM,0.0,73.69,
333,01/07/24 11:32:00 AM,0.0,73.69,
334,01/07/24 11:33:00 AM,0.0,73.72,
335,01/07/24 11:34:00 AM,0.0,73.74,
336,01/07/24 11:35:00 AM,0.0,73.74,
337,01/07/24 11:36:00 AM,0.0,73.74,
338,01/07/24 11:37:00 AM,0.0,73.76,
339,01/07/24 11:38:00 AM,0.0,73.78,
340,01/07/24 11:39:00 AM,0.0,73.78,
341,01/07/24 11:40:00 AM,0.0,73.78,
342,01/07/24 11:41:00 AM,0.0,73.78,
343,01/07/24 11:42:00 AM,0.0,73.78,
344,01/07/24 11:43:00 AM,0.0,73.78,
345,01/07/24 11:44:00 AM,0.0,73.76,
346,01/07/24 11:45:00 AM,0.0,73.76,
347,01/07/24 11:46:00 AM,0.0,73.76,
348,01/07/24 11:47:00 AM,0.0,73.76,
349,01/07/24 11:48:00 AM,0.0,73.74,
350,01/07/24 11:49:00 AM,0.0,73.72,
351,01/07/24 11:50:00 AM,0.0,73.72,
352,01/07/24 11:51:00 AM,0.0,73.72,
353,01/07/24 11:52:00 AM,0.0,73.72,
354,01/07/24 11:53:00 AM,0.0,73.72,
355,01/07/24 11:54:00 AM,0.0,73.69,
356,01/07/24 11:55:00 AM,0.0,73.72,
357,01/07/24 11:56:00 AM,0.0,73.72,
358,01/07/24 11:57:00 AM,0.0,73.74,
359,01/07/24 11:58:00 AM,0.0,73.74,
360,01/07/24 11:59:00 AM,0.0,73.76,
361,01/07/24 12:00:00 PM,0.0,73.76,
362,01/07/24 12:01:00 PM,0.0,73.76,
363,01/07/24 12:02:00 PM,0.0,73.76,
364,01/07/24 12:03:00 PM,0.0,73.76,
365,01/07/24 12:04:00 PM,0.0,73.76,
366,01/07/24 12:05:00 PM,0.0,73.76,
367,01/07/24 12:06:00 PM,0.0,73.76,
368,01/07/24 12:07:00 PM,0.0,73.76,
369,01/07/24 12:08:00 PM,0.0,73.76,
370,01/07/24 12:09:00 PM,0.0,73.76,
371,01/07/24 12:10:00 PM,0.0,73.74,
372,01/07/24 12:11:00 PM,0.0,73.72,
373,01/07/24 12:12:00 PM,0.0,73.72,
374,01/07/24 12:13:00 PM,0.0,73.69,
375,01/07/24 12:14:00 PM,0.0,73.69,
376,01/07/24 12:15:00 PM,0.0,73.67,
377,01/07/24 12:16:00 PM,0.0,73.65,
378,01/07/24 12:17:00 PM,0.0,73.65,
379,01/07/24 12:18:00 PM,0.0,73.67,
380,01/07/24 12:19:00 PM,0.0,73.65,
381,01/07/24 12:20:00 PM,0.0,73.67,
382,01/07/24 12:21:00 PM,0.0,73.67,
383,01/07/24 12:22:00 PM,0.0,73.67,
384,01/07/24 12:23:00 PM,0.0,73.67,
385,01/07/24 12:24:00 PM,0.0,73.69,
386,01/07/24 12:25:00 PM,0.0,73.69,
387,01/07/24 12:26:00 PM,0.0,73.72,
388,01/07/24 12:27:00 PM,0.0,73.72,
389,01/07/24 12:28:00 PM,0.0,73.69,
390,01/07/24 12:29:00 PM,0.0,73.69,
391,01/07/24 12:30:00 PM,0.0,73.67,
392,01/07/24 12:31:00 PM,0.0,73.63,
393,01/07/24 12:32:00 PM,0.0,73.65,
394,01/07/24 12:33:00 PM,0.0,73.65,
395,01/07/24 12:34:00 PM,0.0,73.63,
396,01/07/24 12:35:00 PM,0.0,73.63,
397,01/07/24 12:36:00 PM,0.0,73.63,
398,01/07/24 12:37:00 PM,0.0,73.60,
399,01/07/24 12:38:00 PM,0.0,73.63,
400,01/07/24 12:39:00 PM,0.0,73.63,
401,01/07/24 12:40:00 PM,0.0,73.63,
402,01/07/24 12:41:00 PM,0.0,73.63,
403,01/07/24 12:42:00 PM,0.0,73.65,
404,01/07/24 12:43:00 PM,0.0,73.65,
405,01/07/24 12:44:00 PM,0.0,73.65,
406,01/07/24 12:45:00 PM,0.0,73.65,
407,01/07/24 12:46:00 PM,0.0,73.63,
408,01/07/24 12:47:00 PM,0.0,73.63,
409,01/07/24 12:48:00 PM,0.0,73.60,
410,01/07/24 12:49:00 PM,0.0,73.60,
411,01/07/24 12:50:00 PM,0.0,73.60,
412,01/07/24 12:51:00 PM,0.0,73.60,
413,01/07/24 12:52:00 PM,0.0,73.60,
414,01/07/24 12:53:00 PM,0.0,73.60,
415,01/07/24 12:54:00 PM,0.0,73.60,
416,01/07/24 12:55:00 PM,0.0,73.60,
417,01/07/24 12:56:00 PM,0.0,73.60,
418,01/07/24 12:57:00 PM,0.0,73.60,
419,01/07/24 12:58:00 PM,0.0,73.63,
420,01/07/24 12:59:00 PM,0.0,73.63,
421,01/07/24 01:00:00 PM,0.0,73.63,
422,01/07/24 01:01:00 PM,0.0,73.65,
423,01/07/24 01:02:00 PM,0.0,73.65,
424,01/07/24 01:03:00 PM,0.0,73.65,
425,01/07/24 01:04:00 PM,0.0,73.65,
426,01/07/24 01:05:00 PM,0.0,73.65,
427,01/07/24 01:06:00 PM,0.0,73.63,
428,01/07/24 01:07:00 PM,0.0,73.63,
429,01/07/24 01:08:00 PM,0.0,73.60,
430,01/07/24 01:09:00 PM,0.0,73.60,
431,01/07/24 01:10:00 PM,0.0,73.60,
432,01/07/24 01:11:00 PM,0.0,73.60,
433,01/07/24 01:12:00 PM,0.0,73.60,
434,01/07/24 01:13:00 PM,0.0,73.60,
435,01/07/24 01:14:00 PM,0.0,73.63,
436,01/07/24 01:15:00 PM,0.0,73.63,
437,01/07/24 01:16:00 PM,0.0,73.63,
438,01/07/24 01:17:00 PM,0.0,73.63,
439,01/07/24 01:18:00 PM,0.0,73.65,
440,01/07/24 01:19:00 PM,0.0,73.65,
441,01/07/24 01:20:00 PM,0.0,73.65,
442,01/07/24 01:21:00 PM,0.0,73.65,
443,01/07/24 01:22:00 PM,0.0,73.63,
444,01/07/24 01:23:00 PM,0.0,73.65,
445,01/07/24 01:24:00 PM,0.0,73.63,
446,01/07/24 01:25:00 PM,0.0,73.60,
447,01/07/24 01:26:00 PM,0.0,73.60,
448,01/07/24 01:27:00 PM,0.0,73.60,
449,01/07/24 01:28:00 PM,0.0,73.60,
450,01/07/24 01:29:00 PM,0.0,73.63,
451,01/07/24 01:30:00 PM,0.0,73.60,
452,01/07/24 01:31:00 PM,0.0,73.63,
453,01/07/24 01:32:00 PM,0.0,73.63,
454,01/07/24 01:33:00 PM,0.0,73.65,
455,01/07/24 01:34:00 PM,0.0,73.67,
456,01/07/24 01:35:00 PM,0.0,73.65,
457,01/07/24 01:36:00 PM,0.0,73.67,
458,01/07/24 01:37:00 PM,0.0,73.63,
459,01/07/24 01:38:00 PM,0.0,73.65,
460,01/07/24 01:39:00 PM,0.0,73.63,
461,01/07/24 01:40:00 PM,0.0,73.60,
462,01/07/24 01:41:00 PM,0.0,73.60,
463,01/07/24 01:42:00 PM,0.0,73.60,
464,01/07/24 01:43:00 PM,0.0,73.58,
465,01/07/24 01:44:00 PM,0.0,73.58,
466,01/07/24 01:45:00 PM,0.0,73.58,
467,01/07/24 01:46:00 PM,0.0,73.58,
468,01/07/24 01:47:00 PM,0.0,73.60,
469,01/07/24 01:48:00 PM,0.0,73.60,
470,01/07/24 01:49:00 PM,0.0,73.60,
471,01/07/24 01:50:00 PM,0.0,73.63,
472,01/07/24 01:51:00 PM,0.0,73.63,
473,01/07/24 01:52:00 PM,0.0,73.63,
474,01/07/24 01:53:00 PM,0.0,73.60,
475,01/07/24 01:54:00 PM,0.0,73.60,
476,01/07/24 01:55:00 PM,0.0,73.58,
477,01/07/24 01:56:00 PM,0.0,73.58,
478,01/07/24 01:57:00 PM,0.0,73.58,
479,01/07/24 01:58:00 PM,0.0,73.58,
480,01/07/24 01:59:00 PM,0.0,73.58,
481,01/07/24 02:00:00 PM,0.0,73.58,
482,01/07/24 02:01:00 PM,0.0,73.58,
483,01/07/24 02:02:00 PM,0.0,73.60,
484,01/07/24 02:03:00 PM,0.0,73.58,
485,01/07/24 02:04:00 PM,0.0,73.60,
486,01/07/24 02:05:00 PM,0.0,73.63,
487,01/07/24 02:06:00 PM,0.0,73.60,
488,01/07/24 02:07:00 PM,0.0,73.63,
489,01/07/24 02:08:00 PM,0.0,73.60,
490,01/07/24 02:09:00 PM,0.0,73.60,
491,01/07/24 02:10:00 PM,0.0,73.60,
492,01/07/24 02:11:00 PM,0.0,73.60,
493,01/07/24 02:12:00 PM,0.0,73.60,
494,01/07/24 02:13:00 PM,0.0,73.60,
495,01/07/24 02:14:00 PM,0.0,73.60,
496,01/07/24 02:15:00 PM,0.0,73.60,
497,01/07/24 02:16:00 PM,0.0,73.58,
498,01/07/24 02:17:00 PM,0.0,73.60,
499,01/07/24 02:18:00 PM,0.0,73.60,
500,01/07/24 02:19:00 PM,0.0,73.63,
501,01/07/24 02:20:00 PM,0.0,73.63,
502,01/07/24 02:21:00 PM,0.0,73.63,
503,01/07/24 02:22:00 PM,0.0,73.63,
504,01/07/24 02:23:00 PM,0.0,73.65,
505,01/07/24 02:24:00 PM,0.0,73.65,
506,01/07/24 02:25:00 PM,0.0,73.65,
507,01/07/24 02:26:00 PM,0.0,73.63,
508,01/07/24 02:27:00 PM,0.0,73.63,
509,01/07/24 02:28:00 PM,0.0,73.63,
510,01/07/24 02:29:00 PM,0.0,73.63,
511,01/07/24 02:30:00 PM,0.0,73.63,
512,01/07/24 02:31:00 PM,0.0,73.63,
513,01/07/24 02:32:00 PM,0.0,73.63,
514,01/07/24 02:33:00 PM,0.0,73.63,
515,01/07/24 02:34:00 PM,0.0,73.65,
516,01/07/24 02:35:00 PM,0.0,73.67,
517,01/07/24 02:36:00 PM,0.0,73.67,
518,01/07/24 02:37:00 PM,0.0,73.67,
519,01/07/24 02:38:00 PM,0.0,73.67,
520,01/07/24 02:39:00 PM,0.0,73.67,
521,01/07/24 02:40:00 PM,0.0,73.67,
522,01/07/24 02:41:00 PM,0.0,73.67,
523,01/07/24 02:42:00 PM,0.0,73.67,
524,01/07/24 02:43:00 PM,0.0,73.65,
525,01/07/24 02:44:00 PM,0.0,73.65,
526,01/07/24 02:45:00 PM,0.0,73.65,
527,01/07/24 02:46:00 PM,0.0,73.65,
528,01/07/24 02:47:00 PM,0.0,73.63,
529,01/07/24 02:48:00 PM,0.0,73.63,
